adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,Coordination_Number,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,d-Band_Center,d-Band_Width,d-Band_Filling,DOS at Fermi Energy
H,Ag6Os6,0.218940754,bridge|A_A|A,L1_o,"['Ag', 'Ag']","[9, 10]","['Ag', 'Ag', 'Os', 'Os', 'Ag', 'Ag', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,340.985,9.345,1.93,7.576234,1.302,266.3,-3.98336956055601,1.91941480174853,0.985225780817946,8.452
H,Ag6Os6,0.226217486,bridge|B_B|B,L1_o,"['Os', 'Os']","[11, 12]","['Ag', 'Ag', 'Os', 'Os', 'Ag', 'Ag', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,340.985,9.345,2.2,8.43823,1.1,661.0,-1.62556205233508,3.99360583042254,0.699476325578707,8.452
H,Ag6Os6,0.369796176,hollow-tilt|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'Os']","[9, 10, 11]","['Ag', 'Ag', 'Os', 'Os', 'Ag', 'Ag', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,340.985,9.345,2.0161016866278105,7.863566,1.2346666666666666,397.8666666666666,-3.20918374643218,2.98877259483382,0.891431853528898,8.452
H,Ag6Os6,0.369598485,hollow-tilt|A_B_B|HCP,L1_o,"['Ag', 'Os', 'Os']","[10, 11, 12]","['Ag', 'Ag', 'Os', 'Os', 'Ag', 'Ag', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,340.985,9.345,2.106044565193525,8.150898,1.1673333333333331,529.4333333333333,-2.42354175824252,3.61146846013999,0.79618932522132,8.452
H,Ag6Pd6,-0.181667689,bridge|B_B|A,L1_o,"['Pd', 'Pd']","[9, 10]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,398.8,9.415,2.2,8.336839,0.562,396.7,-1.40881922267242,1.30392161420193,0.943049322898426,2.146
H,Ag6Pd6,0.113710387,hollow|A_A_B|HCP,L1_o,"['Pd', 'Ag', 'Ag']","[10, 11, 12]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,398.8,9.415,2.0161016866278105,7.829769,1.0553333333333337,309.76666666666665,-2.82795529665919,1.56405643954925,0.971910199264766,2.146
H,Ag6Pd6,0.039801139,hollow|A_A_B|FCC,L1_o,"['Pd', 'Ag', 'Ag']","[9, 11, 12]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,398.8,9.415,2.0161016866278105,7.829769,1.0553333333333337,309.76666666666665,-2.82795676960717,1.56405983548058,0.971910048548939,2.146
H,Ag6Pd6,-0.199235902,hollow|A_B_B|HCP,L1_o,"['Pd', 'Pd', 'Ag']","[9, 10, 11]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,398.8,9.415,2.106044565193525,8.083303999999998,0.8086666666666666,353.2333333333333,-2.11985779743877,1.60546982916586,0.957510420194425,2.146
H,Ag6Pt6,-0.131804732,top|B,L1_o,['Pt'],[11],"['Ag', 'Ag', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 8, 9, 10, 11, 12]",1,400.475,9.68,2.28,8.95883,2.128,510.0,-1.72866899935063,1.63853381855913,0.917455065436546,4.655
H,Ag6Pt6,-0.340017534,bridge|B_B|A,L1_o,"['Pt', 'Pt']","[11, 12]","['Ag', 'Ag', 'Pt', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",2,400.475,9.68,2.28,8.95883,2.128,510.0,-1.72860347197182,1.63854076469758,0.917447518759487,4.655
H,Ag6Re6,0.950766296,top|A,L1_o,['Ag'],[9],"['Ag', 'Re', 'Re', 'Ag', 'Ag', 'Re', 'Re']","[6, 7, 8, 9, 10, 11, 12]",1,342.315,9.565,1.93,7.576234,1.302,266.3,-3.94185637059488,1.82855542089535,0.984075508087398,22.25
H,Ag6Re6,0.670388633,bridge|A_A|B,L1_o,"['Ag', 'Ag']","[9, 10]","['Ag', 'Ag', 'Re', 'Re', 'Ag', 'Ag', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",2,342.315,9.565,1.93,7.576234,1.302,266.3,-3.94178399022778,1.82870784369634,0.984065375065713,22.25
H,Ag6Re6,-0.613233026,bridge|B_B|A,L1_o,"['Re', 'Re']","[11, 12]","['Ag', 'Ag', 'Re', 'Re', 'Ag', 'Ag', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",2,342.315,9.565,1.9,7.83352,0.15,738.0,-0.895992585641029,4.1349865668257,0.627753804815946,22.25
H,Ag6Re6,-0.296998105,hollow|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'Re']","[9, 10, 11]","['Ag', 'Ag', 'Re', 'Re', 'Ag', 'Ag', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,342.315,9.565,1.9199477343990152,7.661995999999999,0.918,423.5333333333333,-2.96008028547046,3.13089399290143,0.869228813747014,22.25
H,Ag6Re6,0.008403011,hollow|A_A_B|FCC,L1_o,"['Ag', 'Ag', 'Re']","[9, 10, 12]","['Ag', 'Ag', 'Re', 'Re', 'Ag', 'Ag', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,342.315,9.565,1.9199477343990152,7.661995999999999,0.918,423.5333333333333,-2.96006532524995,3.13111552733645,0.869217354719899,22.25
H,Ag6Re6,-0.29046057,hollow-tilt|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'Re']","[9, 10, 11]","['Ag', 'Ag', 'Re', 'Re', 'Ag', 'Ag', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,342.315,9.565,1.9199477343990152,7.661995999999999,0.918,423.5333333333333,-2.96008028547046,3.13089399290143,0.869228813747014,22.25
H,Ag6Rh6,-0.289229119,bridge|B_B|B,L1_o,"['Rh', 'Rh']","[9, 10]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,394.435,9.275,2.28,7.4589,1.137,516.7,-1.24822650875546,2.19183122184009,0.839658406607651,27.47
H,Ag6Rh6,0.580359089,bridge|A_A|B,L1_o,"['Ag', 'Ag']","[11, 12]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,394.435,9.275,1.93,7.576234,1.302,266.3,-3.73034692945523,1.56358061959831,0.985541195081604,27.47
H,Ag6Rh6,-0.295158751,bridge|B_B|A,L1_o,"['Rh', 'Rh']","[9, 10]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,394.435,9.275,2.28,7.4589,1.137,516.7,-1.24822650875546,2.19183122184009,0.839658406607651,27.47
H,Ag6Rh6,-0.114883878,bridge|A_B|A,L1_o,"['Rh', 'Ag']","[10, 11]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,394.435,9.275,2.0977130404323656,7.517567,1.2195,391.5,-2.49750113475883,2.27083386739693,0.913083421849304,27.47
H,Ag6Rh6,0.059795383,hollow|A_A_B|FCC,L1_o,"['Rh', 'Ag', 'Ag']","[9, 11, 12]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,394.435,9.275,2.040248912341853,7.537122666666666,1.247,349.76666666666665,-2.91028822641798,2.14177113142337,0.93734340136637,27.47
H,Ag6Rh6,-0.123540363,hollow-tilt|A_A_B|HCP,L1_o,"['Rh', 'Ag', 'Ag']","[10, 11, 12]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,394.435,9.275,2.040248912341853,7.537122666666666,1.247,349.76666666666665,-2.91026864408831,2.14178372788582,0.937339449356667,27.47
H,Ag6Ru6,-0.222048702,bridge|A_A|A,L1_o,"['Ag', 'Ag']","[11, 12]","['Ru', 'Ru', 'Ag', 'Ag', 'Ru', 'Ru', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,339.55999999999995,9.22,1.93,7.576234,1.302,266.3,-3.90697112435644,1.62690111768513,0.985722837795819,13.38
H,Ag6Ru6,-0.22055643,bridge|B_B|B,L1_o,"['Ru', 'Ru']","[9, 10]","['Ru', 'Ru', 'Ag', 'Ag', 'Ru', 'Ru', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,339.55999999999995,9.22,2.2,7.3605,1.05,605.7,-1.35232288793844,3.07171978765315,0.713778939463128,13.38
H,Ag6Ru6,-0.194623709,bridge|B_B|A,L1_o,"['Ru', 'Ru']","[9, 10]","['Ru', 'Ru', 'Ag', 'Ag', 'Ru', 'Ru', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,339.55999999999995,9.22,2.2,7.3605,1.05,605.7,-1.35232288793844,3.07171978765315,0.713778939463128,13.38
H,Ag6Ru6,-0.102645694,hollow|A_A_B|HCP,L1_o,"['Ru', 'Ag', 'Ag']","[10, 11, 12]","['Ru', 'Ru', 'Ag', 'Ag', 'Ru', 'Ru', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,339.55999999999995,9.22,2.0161016866278105,7.504322666666667,1.218,379.4333333333333,-3.06483905977672,2.51532924610216,0.896080282442125,13.38
H,Ag6Sc6,0.182526344,top|B,L1_o,['Sc'],[10],"['Sc', 'Sc', 'Ag', 'Sc', 'Sc', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,369.715,12.635,1.36,6.56149,0.188,334.0,0.01288653695306,1.91273813190449,0.275216418089638,19.02
H,Ag6Sc6,-0.776159282,bridge|B_B|A,L1_o,"['Sc', 'Sc']","[9, 10]","['Sc', 'Sc', 'Ag', 'Ag', 'Sc', 'Sc', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,369.715,12.635,1.36,6.56149,0.188,334.0,0.012999223810908,1.91278356049895,0.275211663827942,19.02
H,Ag6Sc6,0.090964935,4fold|A_A_B_B,L1_o,"['Sc', 'Sc', 'Ag', 'Ag']","[9, 10, 11, 12]","['Sc', 'Sc', 'Ag', 'Ag', 'Sc', 'Sc', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",5,369.715,12.635,1.6201234520862908,7.068862,0.745,300.15,-3.10648635854368,2.78678426660626,0.731857235321383,19.02
H,Ag6Ta6,-0.750986303,bridge|B_B|A,L1_o,"['Ta', 'Ta']","[11, 12]","['Ag', 'Ag', 'Ta', 'Ta', 'Ag', 'Ag', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",2,369.33,10.56,1.5,7.549571,0.322,771.0,0.212409092312873,4.23539379665591,0.416541959475927,6.743
H,Ag6Ta6,-0.176564194,hollow|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'Ta']","[9, 10, 11]","['Ag', 'Ag', 'Ta', 'Ta', 'Ag', 'Ag', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,369.33,10.56,1.7744698542388295,7.567346333333333,0.9753333333333334,434.5333333333333,-3.00798947042384,3.75913254239974,0.79791028454065,6.743
H,Ag6Ta6,-0.120385611,hollow|A_A_B|FCC,L1_o,"['Ag', 'Ag', 'Ta']","[9, 10, 12]","['Ag', 'Ag', 'Ta', 'Ta', 'Ag', 'Ag', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,369.33,10.56,1.7744698542388295,7.567346333333333,0.9753333333333334,434.5333333333333,-3.00834411829934,3.75883984119841,0.797949364754941,6.743
H,Ag6Tc6,-0.484114873,bridge|B_B|A,L1_o,"['Tc', 'Tc']","[9, 10]","['Tc', 'Tc', 'Ag', 'Ag', 'Tc', 'Tc', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,341.015,9.45,1.9,7.11938,0.55,573.0,-0.899835265403232,3.57935900898875,0.641062472531788,9.099
H,Ag6Tc6,0.103950071,hollow|A_A_B|FCC,L1_o,"['Tc', 'Ag', 'Ag']","[9, 11, 12]","['Tc', 'Tc', 'Ag', 'Ag', 'Tc', 'Tc', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,341.015,9.45,1.9199477343990152,7.423949333333333,1.0513333333333332,368.5333333333333,-2.93673866958118,2.81286024870649,0.874122093307773,9.099
H,Ag6Ti6,-0.686154092,bridge|A_A|B,L1_o,"['Ag', 'Ag']","[11, 12]","['Ti', 'Ti', 'Ag', 'Ag', 'Ti', 'Ti', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,351.80499999999995,10.455,1.93,7.576234,1.302,266.3,-4.55995061809184,1.36246245311055,0.986970321692019,26.85
H,Ag6Ti6,-0.690483015,bridge|B_B|A,L1_o,"['Ti', 'Ti']","[9, 10]","['Ti', 'Ti', 'Ag', 'Ag', 'Ti', 'Ti', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,351.80499999999995,10.455,1.54,6.82812,0.079,443.7,-0.075515610325033,2.37319327659619,0.425691402720871,26.85
H,Ag6Ti6,0.02143087,hollow|A_A_B|HCP,L1_o,"['Ti', 'Ag', 'Ag']","[10, 11, 12]","['Ti', 'Ti', 'Ag', 'Ag', 'Ti', 'Ti', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,351.80499999999995,10.455,1.79010475547684,7.326862666666667,0.8943333333333332,325.4333333333333,-3.41737330992802,2.57619757454627,0.843958053718959,26.85
H,Ag6Ti6,-0.115952197,hollow|A_A_B|FCC,L1_o,"['Ti', 'Ag', 'Ag']","[9, 11, 12]","['Ti', 'Ti', 'Ag', 'Ag', 'Ti', 'Ti', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,351.80499999999995,10.455,1.79010475547684,7.326862666666667,0.8943333333333332,325.4333333333333,-3.41733849936043,2.57621032114811,0.843953617234667,26.85
H,Ag6Ti6,-0.113752836,hollow|A_B_B|FCC,L1_o,"['Ti', 'Ti', 'Ag']","[9, 10, 12]","['Ti', 'Ti', 'Ag', 'Ag', 'Ti', 'Ti', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,351.80499999999995,10.455,1.6603497593682883,7.077491333333333,0.4866666666666666,384.56666666666666,-1.96960783548474,2.99058222738578,0.662753161786093,26.85
H,Ag6V6,-0.622612654,bridge|B_B|B,L1_o,"['V', 'V']","[9, 10]","['V', 'V', 'Ag', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,355.765,9.295,1.63,6.746187,0.525,475.8,-0.354375245834724,2.86862231611764,0.529882707189387,22.89
H,Ag6V6,-0.163296875,hollow|A_A_B|HCP,L1_o,"['V', 'Ag', 'Ag']","[10, 11, 12]","['V', 'V', 'Ag', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,355.765,9.295,1.8243188300451196,7.299551666666667,1.043,336.1333333333333,-3.25348635761079,2.59979542395278,0.863090837696944,22.89
H,Ag6V6,-0.07782102,hollow|A_A_B|FCC,L1_o,"['V', 'Ag', 'Ag']","[9, 11, 12]","['V', 'V', 'Ag', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,355.765,9.295,1.8243188300451196,7.299551666666667,1.043,336.1333333333333,-3.25358021036685,2.59959100917338,0.863109948177396,22.89
H,Ag6V6,-0.630291162,hollow|A_B_B|FCC,L1_o,"['V', 'V', 'Ag']","[9, 10, 12]","['V', 'V', 'Ag', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,355.765,9.295,1.724424452672121,7.022869333333333,0.784,405.9666666666667,-1.94936578792085,3.08220536832997,0.713199517167405,22.89
H,Ag6V6,-0.628281465,bridge-tilt|B_B|B,L1_o,"['V', 'V']","[9, 10]","['V', 'V', 'Ag', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,355.765,9.295,1.63,6.746187,0.525,475.8,-0.354375245834724,2.86862231611764,0.529882707189387,22.89
H,Ag6W6,-0.722673946,bridge|B_B|A,L1_o,"['W', 'W']","[11, 12]","['Ag', 'Ag', 'W', 'W', 'Ag', 'Ag', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",2,362.525,9.87,2.36,7.86403,0.81626,835.0,-0.690594927181962,4.28226904789513,0.55890252491429,22.34
H,Ag6W6,-0.267840971,hollow|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'W']","[9, 10, 11]","['Ag', 'Ag', 'W', 'W', 'Ag', 'Ag', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,362.525,9.87,2.063837694806922,7.672165999999999,1.1400866666666665,455.8666666666666,-3.10806885639918,3.22176663867024,0.854537639546743,22.34
H,Ag6W6,-0.123299406,hollow|A_A_B|FCC,L1_o,"['Ag', 'Ag', 'W']","[9, 10, 12]","['Ag', 'Ag', 'W', 'W', 'Ag', 'Ag', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,362.525,9.87,2.063837694806922,7.672165999999999,1.1400866666666665,455.8666666666666,-3.10805941451282,3.22173018855392,0.854537908945503,22.34
H,Ag6Y6,0.44578138,top|A,L1_o,['Ag'],[9],"['Ag', 'Y', 'Y', 'Ag', 'Ag', 'Y', 'Y']","[6, 7, 8, 9, 10, 11, 12]",1,386.635,15.075,1.93,7.576234,1.302,266.3,-4.77011043295061,1.43277227596405,0.986198507093384,8.812
H,Ag6Y6,0.198697933,top|B,L1_o,['Y'],[11],"['Ag', 'Ag', 'Y', 'Ag', 'Ag', 'Y', 'Y']","[5, 6, 8, 9, 10, 11, 12]",1,386.635,15.075,1.22,6.21726,0.307,391.4,-0.055289810832577,2.66731813152196,0.314134059006917,8.812
H,Ag6Y6,-0.802010777,bridge|B_B|A,L1_o,"['Y', 'Y']","[11, 12]","['Ag', 'Ag', 'Y', 'Y', 'Ag', 'Ag', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",2,386.635,15.075,1.22,6.21726,0.307,391.4,-0.056268904013318,2.66758741060779,0.314308392550769,8.812
H,Ag6Y6,0.090147641,4fold|A_A_B_B,L1_o,"['Ag', 'Ag', 'Y', 'Y']","[9, 10, 11, 12]","['Ag', 'Ag', 'Y', 'Y', 'Ag', 'Ag', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",5,386.635,15.075,1.534470592745263,6.896747,0.8045,328.85,-3.1484806507836,2.9680109192869,0.755056086897363,8.812
H,Ag6Zn6,0.70255589,top|B,L1_o,['Zn'],[10],"['Zn', 'Zn', 'Ag', 'Zn', 'Zn', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,337.51,9.715,1.65,9.394197,0.0,126.35,-7.12210786803495,0.683993829173677,0.99778044246975,3.599
H,Ag6Zn6,0.549396752,bridge|A_A|B,L1_o,"['Ag', 'Ag']","[11, 12]","['Zn', 'Zn', 'Ag', 'Ag', 'Zn', 'Zn', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,337.51,9.715,1.93,7.576234,1.302,266.3,-4.39636753625349,1.18120955699383,0.983545542927714,3.599
H,Ag6Zn6,0.460793084,bridge|A_B|A,L1_o,"['Zn', 'Ag']","[9, 11]","['Zn', 'Zn', 'Ag', 'Ag', 'Zn', 'Zn', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,337.51,9.715,1.7845167413056118,8.4852155,0.651,196.325,-5.76295540479417,1.66963982334769,0.990681483997207,3.599
H,Ag6Zn6,0.473424881,bridge|A_B|B,L1_o,"['Zn', 'Ag']","[9, 12]","['Zn', 'Zn', 'Ag', 'Ag', 'Zn', 'Zn', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,337.51,9.715,1.7845167413056118,8.4852155,0.651,196.325,-5.76294773445895,1.66968331555218,0.990680316119101,3.599
H,Ag6Zn6,0.439329561,hollow|A_A_B|FCC,L1_o,"['Zn', 'Ag', 'Ag']","[9, 11, 12]","['Zn', 'Zn', 'Ag', 'Ag', 'Zn', 'Zn', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,337.51,9.715,1.831749946007502,8.182221666666667,0.868,219.65,-5.30816031887235,1.65498426876337,0.988306550534219,3.599
H,Ag6Zn6,0.510159161,hollow|A_B_B|HCP,L1_o,"['Zn', 'Zn', 'Ag']","[9, 10, 11]","['Zn', 'Zn', 'Ag', 'Ag', 'Zn', 'Zn', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,337.51,9.715,1.738501484299734,8.788209333333333,0.434,173.0,-6.21672102148486,1.55690614637569,0.993052649129412,3.599
H,Ag6Zn6,0.442080904,hollow|A_B_B|FCC,L1_o,"['Zn', 'Zn', 'Ag']","[9, 10, 12]","['Zn', 'Zn', 'Ag', 'Ag', 'Zn', 'Zn', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,337.51,9.715,1.738501484299734,8.788209333333333,0.434,173.0,-6.21671716608323,1.55693857387172,0.993051860631985,3.599
H,Ag6Zr6,0.131495475,top|B,L1_o,['Zr'],[10],"['Zr', 'Zr', 'Ag', 'Zr', 'Zr', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,365.865,12.145,1.33,6.634126,0.426,601.0,,,,
H,Ag6Zr6,-0.723307155,bridge|A_A|B,L1_o,"['Ag', 'Ag']","[11, 12]","['Zr', 'Zr', 'Ag', 'Ag', 'Zr', 'Zr', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,365.865,12.145,1.93,7.576234,1.302,266.3,,,,
H,Ag6Zr6,-0.723656957,bridge|B_B|A,L1_o,"['Zr', 'Zr']","[9, 10]","['Zr', 'Zr', 'Ag', 'Ag', 'Zr', 'Zr', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,365.865,12.145,1.33,6.634126,0.426,601.0,,,,
H,Ag6Zr6,0.026074492,hollow|A_A_B|HCP,L1_o,"['Zr', 'Ag', 'Ag']","[10, 11, 12]","['Zr', 'Zr', 'Ag', 'Ag', 'Zr', 'Zr', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,365.865,12.145,1.7047292765095257,7.262198,1.01,377.8666666666666,,,,
H,Ag6Zr6,-0.099201549,hollow|A_A_B|FCC,L1_o,"['Zr', 'Ag', 'Ag']","[9, 11, 12]","['Zr', 'Zr', 'Ag', 'Ag', 'Zr', 'Zr', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,365.865,12.145,1.7047292765095257,7.262198,1.01,377.8666666666666,,,,
H,Ag6Zr6,-0.698938953,hollow|A_B_B|HCP,L1_o,"['Zr', 'Zr', 'Ag']","[9, 10, 11]","['Zr', 'Zr', 'Ag', 'Ag', 'Zr', 'Zr', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,365.865,12.145,1.5057522829993215,6.948162,0.718,489.4333333333333,,,,
H,Au6Cd6,0.99140092,top|B,L1_o,['Cd'],[10],"['Cd', 'Cd', 'Au', 'Cd', 'Cd', 'Au', 'Au']","[5, 6, 8, 9, 10, 11, 12]",1,352.88,11.605,1.69,8.99382,0.0,106.3,-8.62750989219036,0.976936663925328,0.997319706185724,1.166
H,Au6Cd6,0.515337215,bridge|A_A|B,L1_o,"['Au', 'Au']","[11, 12]","['Cd', 'Cd', 'Au', 'Au', 'Cd', 'Cd', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",2,352.88,11.605,2.54,9.225554,2.30863,342.5,-3.60622957508742,1.27483433048884,0.979483990405865,1.166
H,Au6Cd6,0.613655754,hollow|A_B_B|FCC,L1_o,"['Cd', 'Cd', 'Au']","[9, 10, 12]","['Cd', 'Cd', 'Au', 'Au', 'Cd', 'Cd', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,352.88,11.605,1.9358381393149249,9.071064666666668,0.7695433333333332,185.03333333333333,-6.96150724329791,2.60129898698395,0.991402643318166,1.166
H,Au6Co6,0.456825257,top|A,L1_o,['Au'],[12],"['Co', 'Au', 'Au', 'Co', 'Co', 'Au', 'Au']","[6, 7, 8, 9, 10, 11, 12]",1,329.265,8.440000000000001,2.54,9.225554,2.30863,342.5,-3.78929355339327,2.21376004284092,0.98072776858506,9.621
H,Au6Co6,0.373002493,bridge|A_A|B,L1_o,"['Au', 'Au']","[11, 12]","['Co', 'Co', 'Au', 'Au', 'Co', 'Co', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",2,329.265,8.440000000000001,2.54,9.225554,2.30863,342.5,-3.78932053924192,2.21377087546972,0.980726578120162,9.621
H,Au6Co6,-0.066972386,bridge|B_B|A,L1_o,"['Co', 'Co']","[9, 10]","['Co', 'Co', 'Au', 'Au', 'Co', 'Co', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",2,329.265,8.440000000000001,1.88,7.88101,0.662,391.2,-2.51324263791692,1.55855186273303,0.97934525469956,9.621
H,Au6Co6,0.207694017,hollow|A_A_B|HCP,L1_o,"['Co', 'Au', 'Au']","[10, 11, 12]","['Co', 'Co', 'Au', 'Au', 'Co', 'Co', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,329.265,8.440000000000001,2.297603553078358,8.777372666666666,1.7597533333333333,358.7333333333333,-3.36375642982456,2.10667024742393,0.980268091112444,9.621
H,Au6Co6,0.180831075,hollow|A_A_B|FCC,L1_o,"['Co', 'Au', 'Au']","[9, 11, 12]","['Co', 'Co', 'Au', 'Au', 'Co', 'Co', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,329.265,8.440000000000001,2.297603553078358,8.777372666666666,1.7597533333333333,358.7333333333333,-3.36367107225253,2.10682450240356,0.98026447107791,9.621
H,Au6Co6,-0.071184708,hollow|A_B_B|HCP,L1_o,"['Co', 'Co', 'Au']","[9, 10, 11]","['Co', 'Co', 'Au', 'Au', 'Co', 'Co', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,329.265,8.440000000000001,2.078339404377281,8.329191333333334,1.2108766666666666,374.9666666666667,-2.93835261794706,1.90116592549979,0.979805860466896,9.621
H,Au6Cu6,0.403341826,bridge|A_A|B,L1_o,"['Au', 'Au']","[11, 12]","['Cu', 'Cu', 'Au', 'Au', 'Cu', 'Cu', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",2,384.655,8.66,2.54,9.225554,2.30863,342.5,-3.5829592502662,1.45934922914132,0.973859006333559,3.059
